gene_name	gene_biotype	Control_1	Control_2	Control_3	Treatment_1	Treatment_2	Treatment_3
Gene_6659	lncRNA	767	847	1278	246	2035	2328
Gene_6660	lncRNA	429	610	695	1105	806	797
Gene_6661	protein_coding	808	2674	1269	3823	2173	446
Gene_6662	protein_coding	2719	156	931	720	406	1242
Gene_6663	protein_coding	3012	1994	4865	1063	1274	1415
Gene_6664	pseudogene	1211	1185	1245	2169	871	301
Gene_6665	protein_coding	77	148	379	377	510	61
Gene_6666	protein_coding	669	508	689	596	616	643
Gene_6667	protein_coding	636	1057	532	479	333	371
Gene_6668	protein_coding	242	137	11	31	468	86
Gene_6669	protein_coding	282	227	438	196	310	240
Gene_6670	protein_coding	625	681	1196	551	1022	706
Gene_6671	protein_coding	393	889	1108	346	308	754
Gene_6672	lncRNA	259	378	380	1139	216	1281
Gene_6673	protein_coding	2176	3981	2195	1478	2125	2695
Gene_6674	protein_coding	781	196	2241	4684	4373	1826
Gene_6675	protein_coding	1046	928	623	439	49	45
Gene_6676	protein_coding	430	4	841	704	1049	768
Gene_6677	pseudogene	2670	928	725	72	44	1188
Gene_6678	protein_coding	1145	1385	1951	2166	1107	1547
Gene_6679	protein_coding	1875	901	1537	2759	3107	2003
Gene_6680	lncRNA	1086	971	547	813	805	1285
Gene_6681	pseudogene	758	560	1411	1265	700	716
Gene_6682	protein_coding	1881	1028	941	108	1739	1710
Gene_6683	protein_coding	1525	1117	1215	991	829	1543
Gene_6684	lncRNA	615	157	92	165	64	46
Gene_6685	protein_coding	368	250	643	273	299	226
Gene_6686	protein_coding	259	190	301	1182	570	386
Gene_6687	protein_coding	451	1087	273	118	435	184
Gene_6688	lncRNA	786	832	471	787	280	429
Gene_6689	protein_coding	1727	199	186	60	265	1636
Gene_6690	protein_coding	29	0	1814	1580	262	18583
Gene_6691	protein_coding	269	152	45	40	65	116
Gene_6692	protein_coding	530	730	469	362	415	585
Gene_6693	pseudogene	347	656	451	468	761	338
Gene_6694	protein_coding	188	988	363	592	687	400
Gene_6695	protein_coding	1185	1520	1066	468	243	481
Gene_6696	protein_coding	405	460	1191	1317	372	408
Gene_6697	protein_coding	64	173	58	80	479	216
Gene_6698	protein_coding	716	532	704	388	2624	1037
Gene_6699	protein_coding	617	617	464	442	664	657
Gene_6700	lncRNA	143	220	176	243	220	548
Gene_6701	protein_coding	861	142	345	768	607	974
Gene_6702	protein_coding	1113	1903	2340	2763	733	1488
Gene_6703	protein_coding	668	33	641	641	1116	410
Gene_6704	protein_coding	123	51	77	98	81	74
Gene_6705	protein_coding	467	342	564	318	573	675
Gene_6706	protein_coding	179	448	175	513	142	412
Gene_6707	protein_coding	344	687	393	713	1493	583
Gene_6708	protein_coding	546	273	142	455	919	731
Gene_6709	protein_coding	304	614	626	360	172	947
Gene_6710	protein_coding	1068	1472	1261	2547	957	3735
Gene_6711	protein_coding	447	187	301	814	255	374
Gene_6712	protein_coding	278	245	397	387	400	447
Gene_6713	pseudogene	1422	1672	966	1214	1670	1209
Gene_6714	protein_coding	1236	1181	2150	1165	1099	1024
Gene_6715	protein_coding	1223	796	1301	1105	495	393
Gene_6716	protein_coding	86	301	1679	393	1413	609
Gene_6717	lncRNA	66	412	45	133	558	386
Gene_6718	protein_coding	1576	1663	2024	1083	467	1340
Gene_6719	pseudogene	1487	1167	2509	2523	323	560
Gene_6720	protein_coding	4400	4381	1771	6731	3248	1910
Gene_6721	protein_coding	1635	2394	4724	237	929	109
Gene_6722	lncRNA	629	694	1638	1496	1293	710
Gene_6723	protein_coding	730	1214	1022	823	1145	324
Gene_6724	lncRNA	1090	1517	4136	1478	642	1396
Gene_6725	protein_coding	142	135	281	52	119	250
Gene_6726	protein_coding	488	289	412	362	491	436
Gene_6727	lncRNA	807	1144	921	332	769	603
Gene_6728	lncRNA	499	564	426	202	212	220
Gene_6729	protein_coding	3195	5492	1908	1073	3021	3083
Gene_6730	lncRNA	430	781	865	1279	1330	696
Gene_6731	protein_coding	226	828	1199	426	2238	995
Gene_6732	protein_coding	761	642	184	714	412	483
Gene_6733	protein_coding	812	5611	4166	1454	781	3872
Gene_6734	protein_coding	217	733	595	474	506	288
Gene_6735	protein_coding	913	762	897	852	452	858
Gene_6736	protein_coding	917	1044	880	328	467	204
Gene_6737	protein_coding	133	664	266	140	17	111
Gene_6738	pseudogene	632	1360	1118	1080	1083	575
Gene_6739	pseudogene	839	1319	281	405	415	1057
Gene_6740	protein_coding	48	75	62	10	11	91
Gene_6741	protein_coding	569	1148	625	923	1849	817
Gene_6742	protein_coding	472	284	399	591	301	159
Gene_6743	protein_coding	119	85	272	172	148	417
Gene_6744	pseudogene	60	606	43	80	207	69
Gene_6745	protein_coding	214	403	286	934	597	809
Gene_6746	lncRNA	526	73	699	224	215	145
Gene_6747	protein_coding	676	465	104	96	736	382
Gene_6748	protein_coding	1040	987	1122	1886	1025	336
Gene_6749	protein_coding	227	203	97	539	815	256
Gene_6750	pseudogene	112	905	788	973	561	1046
Gene_6751	protein_coding	357	241	144	247	41	102
Gene_6752	protein_coding	187	1096	1522	1554	376	685
Gene_6753	protein_coding	152	237	280	101	179	189
Gene_6754	protein_coding	391	122	1563	394	287	71
Gene_6755	lncRNA	674	1331	506	846	263	645
Gene_6756	protein_coding	2675	1870	3313	2335	717	1174
Gene_6757	protein_coding	483	889	1538	1940	537	1493
Gene_6758	lncRNA	601	761	1041	745	1705	1038
Gene_6759	protein_coding	340	109	1127	208	578	406
Gene_6760	lncRNA	1319	2386	1267	1444	923	815
Gene_6761	protein_coding	4290	3257	5118	3210	3359	5477
Gene_6762	lncRNA	1932	1236	1070	630	693	1417
Gene_6763	protein_coding	224	2588	954	565	1420	572
Gene_6764	lncRNA	901	358	514	768	900	797
Gene_6765	protein_coding	429	345	288	1206	486	543
Gene_6766	protein_coding	1188	1029	962	1900	776	692
Gene_6767	protein_coding	865	1244	1211	1055	1431	715
Gene_6768	protein_coding	192	460	229	216	58	170
Gene_6769	protein_coding	721	836	511	999	843	1225
Gene_6770	protein_coding	261	251	881	30	63	594
Gene_6771	protein_coding	872	305	1294	406	671	448
Gene_6772	protein_coding	703	271	993	925	346	160
Gene_6773	protein_coding	1062	7	2154	168	908	642
Gene_6774	pseudogene	470	292	1479	332	720	621
Gene_6775	lncRNA	679	132	173	949	497	867
Gene_6776	protein_coding	1677	946	568	1318	2125	2493
Gene_6777	pseudogene	250	208	113	332	345	389
Gene_6778	pseudogene	714	1270	690	551	817	701
Gene_6779	lncRNA	414	536	451	905	1173	604
Gene_6780	protein_coding	258	389	147	373	1254	518
Gene_6781	protein_coding	879	411	1618	341	819	276
Gene_6782	protein_coding	1515	1546	1054	454	511	786
Gene_6783	protein_coding	1540	496	1212	993	365	836
Gene_6784	lncRNA	203	149	60	554	1459	633
Gene_6785	protein_coding	735	900	11	340	96	836
Gene_6786	protein_coding	1791	1284	715	845	548	510
Gene_6787	protein_coding	169	46	163	330	330	381
Gene_6788	lncRNA	2128	3030	1844	552	1414	1835
Gene_6789	protein_coding	294	975	689	881	1102	771
Gene_6790	protein_coding	574	920	1061	867	658	62
Gene_6791	lncRNA	2268	876	1916	1854	764	927
Gene_6792	protein_coding	62	55	115	293	461	91
Gene_6793	lncRNA	1364	916	1717	516	656	652
Gene_6794	protein_coding	380	462	1006	576	433	99
Gene_6795	lncRNA	0	462	91	0	0	16
Gene_6796	lncRNA	967	458	1258	239	194	227
Gene_6797	protein_coding	2251	2427	771	1704	1265	615
Gene_6798	lncRNA	843	172	100	1	1237	265
Gene_6799	protein_coding	224	3	16	234	332	314
Gene_6800	protein_coding	156	127	206	72	254	160
Gene_6801	protein_coding	361	618	443	443	392	365
Gene_6802	protein_coding	593	511	635	928	546	525
Gene_6803	protein_coding	1253	659	1317	785	793	868
Gene_6804	lncRNA	248	517	42	659	19	17
Gene_6805	protein_coding	911	2065	1673	1682	1498	1565
Gene_6806	protein_coding	2183	1936	1555	1634	2141	2612
Gene_6807	protein_coding	498	214	997	1127	1067	348
Gene_6808	protein_coding	322	380	353	1025	649	1018
Gene_6809	protein_coding	1084	1719	1294	1200	711	792
Gene_6810	protein_coding	99	88	175	27	127	105
Gene_6811	lncRNA	216	195	438	1088	589	609
Gene_6812	protein_coding	387	281	519	858	647	951
Gene_6813	lncRNA	2357	3876	1760	1445	1010	1496
Gene_6814	lncRNA	432	576	585	370	841	188
Gene_6815	protein_coding	893	18	97	329	84	76
Gene_6816	protein_coding	73	41	28	85	58	250
Gene_6817	protein_coding	1633	1628	2231	1251	1676	1943
Gene_6818	protein_coding	1098	1921	853	1879	635	1688
Gene_6819	protein_coding	988	844	2025	511	705	417
Gene_6820	protein_coding	242	850	476	314	1021	780
Gene_6821	lncRNA	1266	512	1726	1475	2060	3023
Gene_6822	protein_coding	526	489	751	199	146	439
Gene_6823	protein_coding	1553	691	850	806	1328	1085
Gene_6824	lncRNA	474	294	286	315	324	262
Gene_6825	protein_coding	609	1501	1377	238	207	780
Gene_6826	protein_coding	3002	1086	1045	1298	952	1758
Gene_6827	protein_coding	840	1446	1252	1040	1834	559
Gene_6828	protein_coding	2289	228	4264	915	431	786
Gene_6829	protein_coding	974	1066	768	1406	1512	638
Gene_6830	lncRNA	1026	223	1164	643	1424	445
Gene_6831	lncRNA	1520	3987	4016	2190	1400	766
Gene_6832	lncRNA	654	611	955	390	952	1161
Gene_6833	protein_coding	1529	1348	2776	2033	2875	4348
Gene_6834	lncRNA	607	359	224	405	503	281
Gene_6835	protein_coding	24201	91	5881	734	55	1350
Gene_6836	pseudogene	159	69	29	71	34	64
Gene_6837	lncRNA	1133	568	670	1155	1466	3656
Gene_6838	lncRNA	707	404	565	330	462	464
Gene_6839	protein_coding	1379	1498	1129	905	1012	1594
Gene_6840	protein_coding	121	358	44	191	436	217
Gene_6841	protein_coding	645	2073	3700	196	583	606
Gene_6842	protein_coding	336	1203	692	2676	2878	2892
Gene_6843	protein_coding	413	385	964	351	740	456
Gene_6844	protein_coding	1836	833	1241	1167	938	2449
Gene_6845	protein_coding	510	1012	1571	297	538	786
Gene_6846	pseudogene	524	1269	123	783	627	492
Gene_6847	protein_coding	693	429	450	1177	671	302
Gene_6848	protein_coding	518	441	268	857	810	77
Gene_6849	protein_coding	1992	1256	862	989	1734	552
Gene_6850	protein_coding	531	148	725	164	537	297
Gene_6851	protein_coding	2143	2688	3040	1503	1877	2651
Gene_6852	protein_coding	1959	1193	1454	1339	479	774
Gene_6853	protein_coding	1693	1335	1192	533	891	191
Gene_6854	protein_coding	1748	687	1227	1205	1231	1045
Gene_6855	protein_coding	6298	5443	5800	4988	4531	3679
Gene_6856	protein_coding	292	28	51	223	233	397
Gene_6857	protein_coding	1134	1008	1233	732	1028	840
Gene_6858	protein_coding	1002	3544	1329	2243	2450	4928
Gene_6859	protein_coding	97	53	655	185	292	251
Gene_6860	pseudogene	1104	2704	192	3711	1235	1286
Gene_6861	lncRNA	1469	1303	2054	895	407	698
Gene_6862	protein_coding	4738	659	1543	2938	2275	10381
Gene_6863	protein_coding	707	556	728	675	105	238
Gene_6864	protein_coding	982	4581	2744	2773	3790	2717
Gene_6865	protein_coding	2608	2360	940	1396	1268	426
Gene_6866	protein_coding	3189	2833	3257	1593	3092	2310
Gene_6867	protein_coding	276	595	56	688	296	557
Gene_6868	protein_coding	357	223	381	370	406	330
Gene_6869	protein_coding	219	790	692	599	213	173
Gene_6870	protein_coding	790	626	428	235	447	117
Gene_6871	pseudogene	884	55	302	684	157	1
Gene_6872	protein_coding	1605	2229	1425	784	749	839
Gene_6873	protein_coding	1952	7367	79	87	2137	417
Gene_6874	protein_coding	132	172	551	377	319	35
Gene_6875	protein_coding	649	644	546	964	642	821
Gene_6876	protein_coding	2456	1450	1793	1820	1434	2091
Gene_6877	lncRNA	1322	768	2100	2543	500	1906
Gene_6878	lncRNA	1935	1564	1600	1351	1364	1447
Gene_6879	lncRNA	372	236	131	578	260	207
Gene_6880	protein_coding	1927	594	1163	888	236	738
Gene_6881	protein_coding	193	388	109	345	389	306
Gene_6882	protein_coding	8	289	1206	272	1005	111
Gene_6883	pseudogene	330	385	246	303	236	229
Gene_6884	protein_coding	3387	1898	3114	4512	2083	2609
Gene_6885	protein_coding	191	2614	43	63	319	614
Gene_6886	protein_coding	1401	2021	1067	2245	1187	1979
Gene_6887	pseudogene	2907	832	1443	836	2765	1461
Gene_6888	protein_coding	34	138	216	142	109	46
Gene_6889	protein_coding	1112	474	2242	1438	836	615
Gene_6890	protein_coding	1726	1520	3930	5481	2223	1152
Gene_6891	protein_coding	199	25	138	685	30	175
Gene_6892	protein_coding	840	1703	2295	5060	1135	1287
Gene_6893	protein_coding	829	797	528	514	955	674
Gene_6894	protein_coding	721	1173	1033	570	900	343
Gene_6895	protein_coding	517	1485	1379	1502	591	1827
Gene_6896	protein_coding	1413	505	660	648	947	951
Gene_6897	protein_coding	3688	2416	1762	1766	999	1034
Gene_6898	protein_coding	222	251	163	487	991	437
Gene_6899	protein_coding	746	366	1184	250	71	271
Gene_6900	lncRNA	826	163	462	171	619	53
Gene_6901	protein_coding	1131	927	1054	2458	2234	1886
Gene_6902	protein_coding	613	418	252	596	401	1166
Gene_6903	protein_coding	872	653	1422	101	482	1414
Gene_6904	protein_coding	634	2667	3847	2466	956	1484
Gene_6905	protein_coding	1146	1382	763	1071	1292	1719
Gene_6906	lncRNA	3085	172	347	3429	1934	189
Gene_6907	protein_coding	865	1535	681	833	960	1073
Gene_6908	protein_coding	1783	2410	607	1997	1852	363
Gene_6909	protein_coding	487	444	403	1533	934	1336
Gene_6910	protein_coding	437	1644	809	900	972	398
Gene_6911	protein_coding	793	267	661	497	727	388
Gene_6912	protein_coding	301	512	1961	259	1758	1481
Gene_6913	protein_coding	1697	388	351	599	797	1762
Gene_6914	protein_coding	374	1770	570	888	620	735
Gene_6915	protein_coding	765	610	385	850	301	711
Gene_6916	protein_coding	1095	657	1237	682	470	489
Gene_6917	pseudogene	1843	1973	867	1389	1921	1280
Gene_6918	pseudogene	473	1426	2483	2078	2972	2674
Gene_6919	protein_coding	626	897	792	3260	1977	1992
Gene_6920	protein_coding	374	1307	1124	746	258	1087
Gene_6921	pseudogene	1608	2638	3419	7121	2363	3419
Gene_6922	protein_coding	1454	1559	1673	1279	2401	1491
Gene_6923	protein_coding	1261	977	1235	1030	554	760
Gene_6924	protein_coding	46	644	1033	823	1170	1282
Gene_6925	protein_coding	2162	2598	854	628	420	415
Gene_6926	protein_coding	2232	1048	1124	895	1195	2632
Gene_6927	protein_coding	1527	1441	484	2914	1864	3792
Gene_6928	protein_coding	293	551	487	583	700	1249
Gene_6929	protein_coding	94	795	222	76	469	625
Gene_6930	lncRNA	99	2022	509	275	1022	489
Gene_6931	protein_coding	2461	4569	2729	1715	2942	1407
Gene_6932	lncRNA	5636	1488	385	282	703	211
Gene_6933	lncRNA	210	413	333	663	346	419
Gene_6934	pseudogene	393	493	480	186	334	254
Gene_6935	lncRNA	409	452	1656	1435	1476	1752
Gene_6936	pseudogene	3210	298	587	794	981	385
Gene_6937	lncRNA	1682	156	842	647	314	2573
Gene_6938	lncRNA	66	248	154	262	234	242
Gene_6939	protein_coding	872	2899	625	1213	1299	1457
Gene_6940	protein_coding	128	163	148	235	94	194
Gene_6941	protein_coding	96	161	750	59	689	1720
Gene_6942	pseudogene	2188	976	827	926	598	1335
Gene_6943	protein_coding	379	513	378	1417	1601	1093
Gene_6944	protein_coding	172	46	20	176	2	1
Gene_6945	lncRNA	342	601	343	269	882	910
Gene_6946	lncRNA	387	502	681	563	405	319
Gene_6947	protein_coding	366	329	709	735	482	565
Gene_6948	protein_coding	2855	1094	1539	1122	1354	1564
Gene_6949	protein_coding	616	404	891	520	1413	576
Gene_6950	lncRNA	147	76	41	303	53	226
Gene_6951	protein_coding	93	189	71	388	166	247
Gene_6952	pseudogene	416	1075	1351	1534	1242	941
Gene_6953	lncRNA	983	547	236	525	963	166
Gene_6954	protein_coding	281	2239	161	445	13	1227
Gene_6955	protein_coding	488	730	896	338	1821	435
Gene_6956	protein_coding	850	448	777	747	514	719
Gene_6957	pseudogene	666	1813	1119	1077	1290	2493
Gene_6958	protein_coding	3961	3023	2287	3163	3169	3421
Gene_6959	protein_coding	657	28	26	131	419	25
Gene_6960	protein_coding	208	281	1070	1687	972	2539
Gene_6961	protein_coding	2929	1217	494	1683	2267	407
Gene_6962	protein_coding	127	380	683	1929	1123	1081
Gene_6963	protein_coding	818	1628	1230	1666	1972	1054
Gene_6964	protein_coding	1356	837	919	1064	566	457
Gene_6965	protein_coding	997	697	1123	677	773	1371
Gene_6966	protein_coding	518	1110	79	680	639	398
Gene_6967	protein_coding	471	1468	190	978	450	1018
Gene_6968	protein_coding	2338	5264	4313	692	2445	1466
Gene_6969	protein_coding	364	241	267	390	251	470
Gene_6970	protein_coding	1821	1270	1099	870	985	2557
Gene_6971	lncRNA	71	351	112	312	213	187
Gene_6972	protein_coding	811	830	1491	640	906	237
Gene_6973	protein_coding	8	3263	471	1101	182	4
Gene_6974	protein_coding	844	674	1698	1213	807	77
Gene_6975	protein_coding	430	287	48	272	1611	1031
Gene_6976	lncRNA	317	287	225	290	326	121
Gene_6977	protein_coding	1849	714	1728	1201	929	675
Gene_6978	protein_coding	192	79	492	528	129	220
Gene_6979	protein_coding	1241	558	1227	1063	2839	998
Gene_6980	protein_coding	225	118	140	246	119	219
Gene_6981	protein_coding	823	2463	1169	1308	818	921
Gene_6982	protein_coding	3239	549	658	361	1500	1578
Gene_6983	protein_coding	128	3505	682	1087	2178	1266
Gene_6984	lncRNA	3374	1914	2467	1657	3625	2779
Gene_6985	protein_coding	941	1186	639	572	1470	553
Gene_6986	protein_coding	542	1400	565	1104	85	692
Gene_6987	protein_coding	238	310	113	235	104	127
Gene_6988	lncRNA	1792	1198	5112	3148	2102	1058
Gene_6989	lncRNA	5675	2229	2185	1473	2189	1868
Gene_6990	protein_coding	2206	6718	7311	2702	4702	2998
Gene_6991	protein_coding	185	100	107	85	187	157
Gene_6992	pseudogene	2729	1414	1317	2672	1001	1489
Gene_6993	protein_coding	2766	3386	1942	2168	2637	2320
Gene_6994	protein_coding	898	801	1285	718	1151	648
Gene_6995	protein_coding	237	11814	6573	1878	8882	2217
Gene_6996	pseudogene	307	1571	530	504	327	632
Gene_6997	protein_coding	1005	1440	464	837	1030	1894
Gene_6998	protein_coding	643	553	175	345	506	990
Gene_6999	protein_coding	427	1178	981	679	3777	315
Gene_7000	lncRNA	677	986	833	680	948	493
Gene_7001	protein_coding	714	1321	1005	3197	1439	2504
Gene_7002	lncRNA	2084	859	553	413	383	833
Gene_7003	protein_coding	50	1072	319	3	141	442
Gene_7004	protein_coding	158	131	56	24	245	22
Gene_7005	protein_coding	275	2764	526	1121	2073	4456
Gene_7006	protein_coding	125	600	648	412	2291	422
Gene_7007	protein_coding	833	1717	1761	847	1015	667
Gene_7008	protein_coding	352	469	483	739	844	2229
Gene_7009	protein_coding	819	595	1729	538	1153	509
Gene_7010	protein_coding	581	312	185	442	556	335
Gene_7011	protein_coding	614	460	198	368	492	226
Gene_7012	protein_coding	171	1288	864	758	163	20
Gene_7013	protein_coding	587	82	669	0	68	390
Gene_7014	protein_coding	324	1061	1495	864	1075	62
Gene_7015	lncRNA	539	1410	2508	224	638	181
Gene_7016	protein_coding	49	585	133	870	10	507
Gene_7017	protein_coding	693	909	362	488	221	421
Gene_7018	protein_coding	937	484	532	500	602	509
Gene_7019	protein_coding	1057	1181	776	2441	816	861
Gene_7020	protein_coding	224	229	96	9	22	196
Gene_7021	protein_coding	470	652	1441	1468	269	1153
Gene_7022	protein_coding	5668	89	0	729	441	96
Gene_7023	protein_coding	1691	1018	520	4305	398	1131
Gene_7024	protein_coding	954	286	1050	3329	396	34
Gene_7025	lncRNA	1262	2403	214	746	882	446
Gene_7026	protein_coding	282	915	336	193	111	993
Gene_7027	protein_coding	790	1678	1973	1249	566	1029
Gene_7028	pseudogene	732	799	1254	1077	1950	764
Gene_7029	protein_coding	5551	627	710	4879	5145	1296
Gene_7030	protein_coding	1580	1090	1796	1645	1021	1285
Gene_7031	pseudogene	60	335	110	268	330	72
Gene_7032	protein_coding	569	908	824	1413	1932	1227
Gene_7033	protein_coding	150	304	391	446	324	426
Gene_7034	lncRNA	1000	981	1103	1372	837	1216
Gene_7035	lncRNA	493	487	234	1272	558	435
Gene_7036	protein_coding	407	492	152	958	144	236
Gene_7037	protein_coding	294	870	1077	465	411	585
Gene_7038	protein_coding	425	476	152	516	682	307
Gene_7039	protein_coding	1352	912	667	1766	772	871
Gene_7040	lncRNA	309	181	49	56	80	247
Gene_7041	protein_coding	46	16	39	63	42	36
Gene_7042	protein_coding	480	258	310	962	162	812
Gene_7043	protein_coding	3375	2024	996	1629	3211	3654
Gene_7044	protein_coding	833	1232	763	884	810	586
Gene_7045	protein_coding	858	317	483	1219	436	1111
Gene_7046	protein_coding	756	296	438	365	246	387
Gene_7047	protein_coding	1183	500	1216	798	152	190
Gene_7048	lncRNA	972	3780	3210	3208	2306	2296
Gene_7049	protein_coding	1150	1089	1686	589	1708	785
Gene_7050	protein_coding	731	974	926	1527	553	1041
Gene_7051	pseudogene	1487	811	2025	2830	2528	3435
Gene_7052	protein_coding	928	1461	981	1545	1407	2059
Gene_7053	protein_coding	1098	942	1787	907	1197	1573
Gene_7054	lncRNA	12	120	182	0	0	204
Gene_7055	lncRNA	1491	1618	1141	1704	1233	1525
Gene_7056	lncRNA	3214	1267	2617	727	544	106
Gene_7057	protein_coding	127	228	281	37	92	13
Gene_7058	protein_coding	1684	1068	878	996	592	1421
Gene_7059	lncRNA	16	1074	2551	276	1795	673
Gene_7060	lncRNA	180	459	182	1484	475	197
Gene_7061	protein_coding	1045	938	775	1364	961	1849
Gene_7062	lncRNA	65	137	560	33	802	61
Gene_7063	pseudogene	1582	2457	1698	2022	2937	3957
Gene_7064	protein_coding	617	476	641	594	938	431
