gene_name	gene_biotype	Control_1	Control_2	Control_3	Treatment_1	Treatment_2	Treatment_3
Gm54102	protein_coding	838	661	1403	993	766	1661
Gfer	protein_coding	350	457	255	998	719	240
LOC132444357	protein_coding	2712	1958	1185	1120	909	2997
Ftl1-ps2	lncRNA	703	911	1160	639	1475	822
Cd164l2	protein_coding	1399	1748	1287	897	532	1189
Gm57724	protein_coding	831	196	785	1465	1388	917
BC024063	protein_coding	935	914	370	2380	1040	800
Antxrl	protein_coding	375	89	2537	664	212	428
D16Mit49	protein_coding	200	240	363	184	314	229
LOC131337098	protein_coding	1789	494	1331	402	1663	627
Vwa8	protein_coding	645	886	140	636	2137	417
LOC131380184	lncRNA	1396	1091	1424	1308	1356	1175
Gm17851	protein_coding	2123	1103	1801	1185	1414	1559
Gm15428	protein_coding	1122	1566	1019	1268	1541	1380
Gm45086	lncRNA	2	93	28	42	40	20
Ccdc80	protein_coding	1033	4	387	678	436	235
C76454	protein_coding	1131	848	2081	4206	1182	3281
Trappc13	protein_coding	47	59	63	68	172	118
LOC132412903	protein_coding	857	1227	758	149	252	1429
LOC131390616	protein_coding	15	49	28	97	96	82
Trav8d-2	lncRNA	611	526	1146	244	262	341
LOC131389550	protein_coding	189	305	192	73	50	46
Saxo1	protein_coding	377	504	552	436	117	1115
LOC132443786	lncRNA	56	66	4	50	21	11
Trpc4	pseudogene	753	778	827	300	986	499
Igkv8-21	protein_coding	1407	1791	1348	2933	3257	2365
Gm9928	protein_coding	1121	63	1989	17	59	278
D15Mit160	protein_coding	468	1668	1693	1147	885	963
Llph-ps2	protein_coding	719	1169	879	1127	1480	1735
LOC132445363	protein_coding	546	474	499	762	298	346
LOC131295714	pseudogene	547	1132	1415	263	511	684
Gm18640	protein_coding	348	494	62	452	58	225
Ms5	protein_coding	215	78	126	151	424	196
Rpl21-ps13	protein_coding	993	193	658	686	1209	748
Gm6124	protein_coding	165	283	215	543	540	33
Cfhe	protein_coding	885	1293	1058	995	860	717
LOC132410542	protein_coding	1831	2504	1468	3803	3288	2433
Gm32220	protein_coding	1183	2666	2354	2270	2282	3186
Rpl23a-ps2	protein_coding	1669	4077	2320	2803	1633	2245
Gm8170	protein_coding	2375	705	969	2131	1329	554
Gm39964	protein_coding	740	209	534	296	1782	670
Gm33178	lncRNA	243	432	540	413	505	179
Gm10631	protein_coding	390	5	6	29	71	33
Or7d11	protein_coding	1049	932	1496	1344	2210	3566
LOC131338501	pseudogene	409	412	76	452	472	95
Lamr1l	protein_coding	81	80	150	128	202	102
LOC131375583	protein_coding	2539	1696	283	500	233	885
Rph3a	protein_coding	127	132	195	13	25	65
Rchy1	protein_coding	1371	1308	1098	2899	1405	1600
Gm53239	lncRNA	58	199	63	318	233	569
D16Ium37e	lncRNA	343	395	501	816	1454	413
Gm39432	protein_coding	2136	1543	2973	1218	1608	2707
LOC132444908	protein_coding	352	260	296	277	250	306
LOC131339359	protein_coding	535	700	746	1572	674	875
Mmtp2	protein_coding	762	139	71	185	480	596
Ecm1	protein_coding	1169	823	842	521	785	301
LOC131372711	pseudogene	1196	526	1043	1245	1384	783
Gm46175	lncRNA	989	1501	1173	403	603	2286
Gm6936	lncRNA	1460	1822	2672	2176	2419	1822
Gm38626	protein_coding	1467	2575	80	1532	361	4812
LOC131297556	lncRNA	431	342	680	154	191	326
LOC132441450	pseudogene	1519	808	1963	1589	943	1967
Gm15106	protein_coding	720	1396	1030	3024	1026	1363
Gm14504	protein_coding	392	670	266	341	381	356
D7Mit63	protein_coding	644	834	1224	3839	3896	1289
D030040B21Rik	protein_coding	1120	8	227	298	2811	524
LOC131295613	protein_coding	1021	900	781	895	806	4058
LOC131296107	protein_coding	2273	907	1695	1580	2823	701
LOC131388194	protein_coding	1296	1583	1173	1428	1650	1805
LOC132412154	protein_coding	528	352	598	267	709	612
Gm23507	protein_coding	1986	513	1097	294	139	256
LOC132410284	pseudogene	1379	1090	1431	2538	1112	945
Shb	protein_coding	384	469	373	718	701	616
LOC131390625	protein_coding	466	2497	382	760	3232	1099
D3Mit286	protein_coding	1481	516	791	2166	474	894
Adip13	protein_coding	582	751	361	508	972	729
Gm39549	protein_coding	129	117	203	172	325	96
LOC131385919	protein_coding	966	2743	3379	1226	1037	2496
LOC131296015	lncRNA	534	742	449	904	453	252
Nudt14	pseudogene	685	954	424	419	959	306
LOC128925968	protein_coding	2170	1461	1071	3097	1974	928
ple	protein_coding	1208	988	746	470	1169	371
Pira2-ps2	pseudogene	301	332	684	446	169	176
Gm10923	protein_coding	519	997	1493	106	519	300
LOC132411573	protein_coding	440	760	1203	818	610	675
Naaladl2	protein_coding	4751	2713	2263	2145	4739	1723
Gm16348	lncRNA	1062	720	410	737	396	423
LOC132440817	protein_coding	1559	681	1808	1754	1261	1668
Gm10524	protein_coding	1524	680	1198	1356	1640	976
LOC131376245	pseudogene	1023	344	469	823	1804	291
Nudt22	protein_coding	73	2685	7	25	128	1233
Mettl25b	protein_coding	928	1584	1792	1555	1425	1257
LOC131388770	protein_coding	1028	839	96	755	1419	1265
Mop1	lncRNA	1299	2215	1611	1019	3307	1580
Or4n4b	protein_coding	269	308	135	155	230	312
A430062P19Rik	protein_coding	386	649	599	537	382	668
Mir7679	protein_coding	950	1723	1024	871	1470	1785
LOC132444338	protein_coding	2369	782	754	1696	2659	2304
LOC131376382	protein_coding	0	314	1892	222	471	186
Nxf3	protein_coding	219	525	1988	3196	1214	843
Gm31612	lncRNA	266	584	580	428	558	380
Gm30225	protein_coding	1403	3733	2495	5836	4065	2918
DXMgc32	protein_coding	936	1702	838	2943	1188	834
Stap2	protein_coding	261	847	912	887	969	925
LOC109280083	protein_coding	479	365	756	715	407	424
Gm12751	protein_coding	1840	2717	1776	1783	2296	1051
LOC131297536	protein_coding	104	164	78	123	114	97
LOC132409593	lncRNA	1090	412	1096	453	1209	680
LOC132408620	lncRNA	2689	502	382	561	1727	188
Gm57793	pseudogene	2230	1085	1824	1379	723	1037
LOC131376715	lncRNA	581	1181	1383	644	1705	921
Akap1	protein_coding	2128	325	1344	1480	1014	535
LOC131373516	protein_coding	111	278	449	292	347	264
LOC132444373	protein_coding	177	1	515	236	112	124
LOC132445411	protein_coding	1272	352	1140	891	1333	1026
Ilf3	protein_coding	983	1058	1049	1525	460	1448
Stheal6	lncRNA	958	495	247	353	378	451
D8Mit50	pseudogene	2644	1773	2764	831	875	1154
Safb	pseudogene	1022	2121	1740	402	1588	164
Lm1	protein_coding	598	1280	1577	4630	587	1700
Gm45609	protein_coding	1881	3045	5549	1288	2558	1204
Hcs4	protein_coding	1456	6962	1980	2434	1841	927
LOC132408046	protein_coding	3831	3673	1283	2465	1455	722
Hbnr1	protein_coding	232	204	225	170	293	183
LOC131371795	protein_coding	4	0	4	1554	390	68
2610318N02Rik	lncRNA	297	264	401	605	477	652
LOC131376162	protein_coding	160	207	284	328	178	228
Mir466b-5	protein_coding	1174	1211	1334	726	798	994
LOC131376657	protein_coding	2219	3119	3912	2468	1909	2965
LOC131337884	protein_coding	2803	605	731	272	396	827
LOC128926691	protein_coding	102	142	253	317	33	144
Xrcc5	protein_coding	117	103	108	78	72	205
AA273854	pseudogene	1006	2435	607	1780	820	2122
LOC132441812	protein_coding	449	188	459	758	1518	470
LOC131392276	protein_coding	1436	1126	938	933	1351	1760
LOC131377677	protein_coding	694	85	461	2604	67	2604
Tsp3	protein_coding	1125	1600	1121	1880	708	537
Gm36215	protein_coding	1469	1606	1365	840	1762	2232
4930598F16Rik	lncRNA	1556	647	1558	2236	1465	1573
Gm38452	protein_coding	208	384	509	414	514	494
Gm13461	protein_coding	1042	1184	1238	1482	931	527
Triqk	protein_coding	390	169	914	352	372	620
LOC132409361	protein_coding	2115	1877	1253	1631	1110	992
LOC131377924	protein_coding	2855	1178	1642	1840	2806	1410
Rasl6	protein_coding	920	3195	1005	1666	848	2518
Mir381	protein_coding	601	70	320	567	1607	187
LOC131339896	protein_coding	1666	778	328	2586	6051	598
n-TCgca6	lncRNA	630	1001	23	277	813	268
Apoo	protein_coding	152	961	57	162	373	246
C130079B09Rik	protein_coding	517	943	648	717	2199	701
LOC132412670	protein_coding	601	1667	1783	945	2610	557
Ppcdc	protein_coding	344	582	254	392	231	214
LOC128927527	pseudogene	226	290	336	137	118	198
Mltr10	pseudogene	44	26	62	215	73	5
Gm15527	protein_coding	0	1152	0	94	11	159
LOC131337614	protein_coding	1029	1992	1698	1534	1355	2079
Crygn	protein_coding	361	2459	1566	3578	310	1235
Gins1	protein_coding	851	582	3224	714	1707	776
LOC131296421	protein_coding	437	856	778	469	610	521
Gm53959	pseudogene	943	1273	1876	1601	1714	1993
LOC131377064	protein_coding	877	1219	217	446	255	442
Gm44126	protein_coding	44	198	78	209	81	273
LOC131297111	protein_coding	787	817	176	63	211	174
Cdkn1c	protein_coding	402	5159	9	14	2527	6450
Gm52638	protein_coding	1586	1323	695	1345	2940	2093
Treml4	protein_coding	2854	2158	3066	2398	4009	2738
D17Mit110	protein_coding	169	4565	830	2144	133	318
LOC132440807	protein_coding	212	502	325	331	247	562
D8Mit106	lncRNA	141	446	411	236	94	209
LOC131376100	protein_coding	1999	473	719	422	845	603
LOC131388474	protein_coding	315	362	143	245	284	475
Gm20769	protein_coding	2230	2193	2614	1604	2565	549
LOC132411472	pseudogene	1992	879	408	694	918	175
D2Mit324	pseudogene	441	281	405	149	725	410
Gm24232	protein_coding	193	328	1390	211	501	1092
LOC131373003	pseudogene	432	894	891	828	225	79
LOC132441227	protein_coding	1439	1706	1460	869	2599	1908
Gm12440	protein_coding	1030	596	1296	587	906	1133
Gm18808	protein_coding	809	606	1411	1045	1230	572
B930092H01Rik	protein_coding	508	1306	736	1603	968	916
Gm2545	protein_coding	1313	4121	2600	1223	1235	2667
Gm11242	protein_coding	362	226	596	341	2476	667
LOC131385241	protein_coding	869	2464	638	692	1042	1172
Gm2061	protein_coding	29	1017	494	2	845	258
Gm45219	protein_coding	82	9	66	85	82	200
LOC131375007	protein_coding	804	1448	384	2933	1456	3307
LOC131296306	lncRNA	1483	1011	2017	817	805	535
Gm13578	protein_coding	1456	1927	3209	2650	6796	2604
Gm7893	protein_coding	308	1148	413	1747	2242	175
Tmem45a	protein_coding	1266	1429	745	370	932	809
Gm22479	protein_coding	31	99	665	949	2038	325
1700052K11Rik	protein_coding	700	852	842	339	483	1259
Gm7122	protein_coding	64	36	37	95	59	91
LOC131377729	protein_coding	907	1469	954	2171	630	1031
LOC131392703	protein_coding	324	755	558	222	641	159
LOC131297791	protein_coding	3393	828	1382	3466	1242	108
Vta1	lncRNA	412	267	745	692	707	892
LOC131295933	protein_coding	406	1063	620	1787	486	517
1700021P04Rik	protein_coding	3	290	382	35	21	737
Gm24657	pseudogene	386	2081	1880	962	456	249
LOC128927341	protein_coding	240	1957	422	3009	416	581
Sorbs3	protein_coding	249	117	135	120	20	176
DYzEms1	protein_coding	2583	921	1547	2319	1385	1024
Npvf	protein_coding	717	1691	3091	206	5	535
Hk2	protein_coding	896	1098	551	689	2172	583
Gm51520	protein_coding	823	488	1157	232	2671	3054
Gm31849	protein_coding	430	256	478	743	1629	1386
Iap5rc17	protein_coding	1200	726	1408	424	410	571
LOC131374005	protein_coding	304	232	297	203	440	213
Hmgn2-rs5	protein_coding	924	3680	3667	3494	2162	4702
Gm32200	protein_coding	1740	871	1002	1405	930	1241
Mir6397	protein_coding	74	14	629	23	3	12
D13Mit7	protein_coding	2243	1476	619	1346	1282	1007
LOC132443899	protein_coding	453	402	200	364	368	620
LOC132412747	protein_coding	162	191	206	169	290	110
LOC131341308	protein_coding	1010	458	1466	1195	222	392
Mir669a-9	protein_coding	4302	1877	1422	4051	1468	1753
Gm30350	pseudogene	1130	783	756	960	727	955
LOC132443463	lncRNA	740	656	610	776	357	813
Nap1l3	protein_coding	2229	477	568	428	319	260
Gm53195	lncRNA	341	740	950	528	206	192
LOC131389787	protein_coding	1565	1046	1405	1179	1214	520
LOC131375001	protein_coding	1657	384	606	396	852	514
Gm18110	protein_coding	475	447	750	328	69	401
LOC100503923	protein_coding	3832	3061	4511	2357	294	2355
Mrgpra3	protein_coding	1642	1476	2636	449	984	1022
Gm7532	protein_coding	1531	198	599	166	749	916
LOC131377608	protein_coding	775	230	316	814	425	370
Gm38634	protein_coding	974	1947	1264	3550	2141	2267
LOC131391721	pseudogene	1034	3560	1002	478	1094	1185
Gm18992	protein_coding	708	1043	954	3904	1586	3137
Ea6	protein_coding	542	1204	751	716	703	687
E130311K13Rik	lncRNA	903	131	197	589	848	465
Grb2	lncRNA	1025	620	970	566	546	199
Gm46243	lncRNA	1927	1500	3112	913	1341	2909
LOC131341381	protein_coding	408	1857	456	3622	3022	3224
LOC131297227	protein_coding	1122	1539	184	998	470	567
D2Mit240	protein_coding	1854	5900	3537	552	1320	160
LOC131386007	pseudogene	4945	894	451	43	2709	1208
Mrpl41	protein_coding	1404	1886	1560	3803	1039	2117
Sh3bgrl3	protein_coding	616	855	452	1116	595	1089
LOC131339502	protein_coding	150	90	179	123	57	134
Orc6	protein_coding	1344	1896	623	1328	790	1617
LOC128925763	protein_coding	151	43	17	259	167	1811
Gm15186	protein_coding	1266	642	643	599	989	865
LOC128925843	protein_coding	126	155	371	305	61	57
Ptprt	protein_coding	511	305	6	7	2684	3369
Lcmt1	lncRNA	1111	481	697	488	667	639
Zc3h13	protein_coding	1771	423	1068	697	519	832
LOC132444806	protein_coding	473	852	440	642	851	969
LOC131296120	protein_coding	288	196	164	401	370	420
LOC131372153	lncRNA	2237	1792	1349	1923	2295	1473
LOC131392592	protein_coding	528	459	168	267	461	185
Gm20743	pseudogene	1071	432	1176	222	285	527
Gm21821	protein_coding	923	2398	1115	1197	145	4271
Slc27a5	protein_coding	752	5769	1009	2182	1340	330
D6Mit332	protein_coding	1475	807	1246	2713	856	1869
LOC132444529	protein_coding	2048	30	248	255	3	148
Fbxo28	lncRNA	578	666	541	432	425	199
Gm52103	protein_coding	565	737	1352	770	1440	1368
Gm45937	protein_coding	231	125	326	136	375	475
LOC132441585	protein_coding	522	1044	558	48	350	714
LOC131377801	protein_coding	58	65	154	65	72	140
Gm57790	protein_coding	406	1265	898	901	852	1091
Akr1c19	protein_coding	361	1192	182	1003	3609	8345
Gm33497	protein_coding	339	509	413	391	392	429
LOC131392284	pseudogene	1613	1436	1983	819	958	618
Gm34294	protein_coding	639	175	1242	56	724	1005
AU018039	lncRNA	315	2130	349	18	1196	273
Rr18	protein_coding	701	549	183	243	179	137
Tek	protein_coding	91	451	380	317	367	245
Myl7	protein_coding	370	532	805	331	953	512
Gm24794	pseudogene	3980	2910	3487	1677	3743	3562
Gm39963	protein_coding	137	126	72	215	73	151
LOC132442718	protein_coding	1692	2312	1123	1839	2022	2007
Gzf1	protein_coding	1108	189	455	111	3285	9855
LOC131296301	protein_coding	2359	1722	716	960	1166	1975
Gm19087	protein_coding	1305	696	2048	803	1995	1283
LOC131376179	protein_coding	235	220	31	203	328	225
Gm10617	protein_coding	2021	1844	690	4973	6401	2187
C030001C17Rik	protein_coding	2111	845	1752	1656	2490	1729
LOC131374945	protein_coding	2205	682	2429	2635	2210	1450
D8Mit139	protein_coding	3666	321	4	30	1	0
LOC132411717	protein_coding	534	813	171	263	535	92
H2ac13	protein_coding	113	226	204	131	175	301
LOC132443837	lncRNA	228	191	195	217	139	1011
Gm14886	protein_coding	546	1061	651	498	659	529
Gm42098	lncRNA	14372	105	783	622	4706	1224
Gm35506	protein_coding	2095	3400	1713	2720	1465	586
LOC131297579	protein_coding	587	1014	494	1169	507	745
Gm36447	protein_coding	1093	278	333	1533	94	1185
Gm15028	protein_coding	1704	1048	813	783	1129	696
LOC131371790	lncRNA	741	2335	1521	2466	2499	3140
LOC131376940	lncRNA	295	620	790	1530	703	1385
Polr1has	protein_coding	1068	748	2526	695	3956	249
LOC132412330	lncRNA	3361	1280	427	85	1986	17
LOC131379989	protein_coding	427	796	737	795	263	1640
Hmgn1-rs7	protein_coding	215	442	295	373	348	294
LOC131339297	protein_coding	917	955	665	635	427	1728
LOC128927606	pseudogene	1407	1263	515	1492	793	919
LOC131376434	protein_coding	3	9	14	5	9	11
LOC128926472	protein_coding	4605	1677	1401	4439	1918	2708
Gm53425	protein_coding	165	271	372	173	290	80
Gm7535	protein_coding	2974	1772	1694	3710	3313	3697
Gm5644	protein_coding	2433	1094	1917	464	7125	2177
LOC131376053	protein_coding	985	0	507	1295	9444	11124
LOC132441645	protein_coding	2487	3748	3135	928	607	1316
LOC131374484	protein_coding	259	551	204	443	345	270
LOC131387598	protein_coding	4514	4630	6187	749	2384	864
Tvp23a	pseudogene	753	1701	876	243	273	194
LOC131387817	pseudogene	398	150	259	611	308	801
Gm23723	lncRNA	1560	1128	1147	521	1842	827
Lmblgq5	protein_coding	988	2130	2965	1190	2351	866
LOC131377651	protein_coding	219	215	910	558	354	205
LOC131391540	protein_coding	309	669	3819	3069	386	137
LOC131387672	protein_coding	1915	2288	492	2875	4622	4888
C77494	protein_coding	285	290	427	1498	884	1947
Ramacl	protein_coding	2300	2133	2746	1686	2421	1503
Gm20793	lncRNA	470	306	192	230	279	276
LOC132444899	lncRNA	502	628	846	726	565	542
Asrgl1	protein_coding	2650	1840	1470	2072	2916	2078
Gm31534	protein_coding	276	441	164	199	104	137
LOC131385610	protein_coding	680	676	603	501	1056	907
C79743	protein_coding	228	191	89	125	61	54
LOC131296065	protein_coding	905	4916	190	2828	7788	262
LOC131389292	protein_coding	442	3147	1429	1914	3155	3157
Gm46098	protein_coding	541	551	966	721	396	905
Msantd5f1	protein_coding	637	1132	1623	593	998	1703
Lmr17	protein_coding	3419	1376	1218	742	180	1608
Or8c10	protein_coding	507	899	905	289	221	523
Tspan1	protein_coding	3659	887	1250	5420	3717	580
LOC132411671	protein_coding	511	1259	2823	917	1290	380
LOC131341758	pseudogene	718	960	935	452	734	1234
LOC131374533	protein_coding	901	311	130	6	581	1532
LOC131386564	pseudogene	888	157	350	674	316	507
2900060N12Rik	lncRNA	550	327	216	268	233	592
Gm7924	protein_coding	1870	1949	1699	2205	1317	2130
Gm5331	protein_coding	1260	1406	2216	2357	2318	1310
LOC132441507	protein_coding	551	66	1427	572	1003	1022
LOC131385175	pseudogene	1111	204	960	1166	935	870
D8Fcr1	protein_coding	518	201	2225	157	1719	1439
Or2b6	protein_coding	1107	2279	826	1508	789	1385
Gm36897	protein_coding	4448	4516	1455	552	2457	3718
Gm13472	protein_coding	3393	2112	4226	3902	2253	2121
Gm6221	protein_coding	1750	1616	251	124	2203	791
Abcf2	protein_coding	143	280	251	283	519	547
D13Mit302	protein_coding	610	589	447	1087	739	1441
Gm32670	protein_coding	2430	1908	1402	1516	5327	657
nd	protein_coding	422	587	306	692	245	749
LOC131372653	protein_coding	1677	1093	402	895	1113	1549
LOC132444222	protein_coding	1871	539	815	2095	2633	1197
Cisd1	protein_coding	1445	815	1338	534	352	1123
LOC128927821	protein_coding	438	689	776	1748	613	805
LOC109279838	pseudogene	864	418	762	769	1447	490
AU024086	protein_coding	5009	1139	473	1805	2703	2051
LOC131387679	protein_coding	1081	1857	2945	656	588	705
Gm33347	pseudogene	818	3185	333	2455	165	3
Gm46616	protein_coding	1456	1177	1608	1392	2853	609
Nxpe2	protein_coding	1007	132	84	99	439	857
LOC131387650	protein_coding	118	1880	1513	1154	202	318
LOC131390389	protein_coding	295	189	557	109	421	437
Gm3385	protein_coding	2098	2038	1936	2304	891	2194
LOC131378270	protein_coding	221	249	299	804	442	252
Gm17771	lncRNA	2607	727	428	1446	504	3191
D13Die26	protein_coding	395	454	76	254	50	56
Rfpw3	protein_coding	558	2388	1064	1530	505	1697
Otx2m1	protein_coding	737	1002	1265	653	1665	1054
Bmgr2	protein_coding	158	97	151	105	127	161
Gm17871	lncRNA	2368	1843	3262	2446	2286	1927
LOC131374458	lncRNA	545	582	970	451	1156	444
Utrn	pseudogene	856	570	531	266	1134	881
4833447P13Rik	protein_coding	868	2391	1437	3288	2396	2677
LOC132409050	pseudogene	602	1322	1594	1160	722	738
Eml1	lncRNA	1807	1726	1262	2987	3566	1765
Gm35740	protein_coding	21	12	4181	42	2944	17
Gm46107	protein_coding	775	1225	159	676	3375	1748
LOC114827960	protein_coding	261	347	653	543	183	38
Gm3500	protein_coding	1376	1892	1102	637	1182	2289
LOC132441382	protein_coding	1304	1121	746	892	864	1279
Gm25143	protein_coding	1011	1023	3012	979	1321	1763
LOC128924361	protein_coding	1515	651	782	1951	1609	776
LOC131296279	protein_coding	71	75	95	125	88	101
LOC128925921	protein_coding	335	406	938	199	134	192
Gm4984	protein_coding	4487	3617	2643	601	1345	9894
LOC131376172	protein_coding	1941	1437	658	2094	1190	949
D17Jcs98	protein_coding	3737	2264	4100	1569	2218	1482
2700001H16Rik	pseudogene	661	524	693	304	824	1041
6330405D24Rik	protein_coding	1799	2206	660	1681	1209	1498
Gm12118	protein_coding	1125	469	512	598	613	461
Gm35487	protein_coding	156	212	290	110	579	346
D9Mit311	protein_coding	3393	852	2274	2799	596	2272
Zbed4-ps3	protein_coding	431	250	25	525	942	601
Gm54008	protein_coding	1876	1199	2059	3176	3081	1994
Josd2	protein_coding	558	923	823	993	621	951
Manln15	protein_coding	182	664	3680	1626	1554	1092
AW146154	protein_coding	118	72	70	39	144	32
Or51o1-ps1	protein_coding	1439	1815	872	1158	1523	1261
LOC131385953	protein_coding	752	333	278	845	927	1109
LOC132410428	protein_coding	984	878	483	167	158	504
LOC132442415	protein_coding	279	1336	1149	761	1657	1432
